,hidden_layer
0,inf
1,0.6519357309690117
2,0.5193132662588016
3,0.5167775347616747
4,0.5162957067368923
5,0.5150353902832996
6,0.48795259406877717
7,0.3820506316962225
8,0.3202129220753513
9,0.31904750794105485
10,0.3190430683474621
11,0.31898838016248593
12,0.3189865565407602
13,0.31891844129016245
14,0.3079262980162559
15,0.30688526910151825
16,0.30685112679018883
17,0.3068470609620091
18,0.30111720099580574
19,0.29865760036721295
20,0.29859747734114817
21,0.2985760856673987
22,0.2985735877923544
23,0.29856783135174575
24,0.2985359623494748
25,0.2984938078631478
26,0.29846914711367417
27,0.2953818268958807
28,0.29514074832551396
29,0.29512610853420734
30,0.2948756505058162
31,0.293984652578377
32,0.29395291805132934
33,0.2931523617840645
34,0.2929535722323253
35,0.29276054929133133
36,0.2925496308519232
37,0.2891074628775901
38,0.28675383918573316
39,0.28635228002245317
40,0.2857639575978916
41,0.28203661140429676
42,0.2816720670583591
43,0.2808757376559319
44,0.27935130805287534
45,0.2737684828763892
46,0.2737431656993569
47,0.2737406136085903
48,0.27373947251120817
49,0.2737388331761391
50,0.27348804753479844
51,0.27158182826989186
52,0.2707965987043001
53,0.2694540089804314
54,0.262619271749843
55,0.260263623452005
56,0.2586811182021853
57,0.25200842037234805
58,0.24975439187055085
59,0.24922329778827199
60,0.24813673217325397
61,0.24794860414907
62,0.24780632512971779
63,0.24367165397222254
64,0.24302993747234225
65,0.24299709657722712
66,0.24132271749787496
67,0.23964410224324845
68,0.2396329188370589
69,0.23777590410589697
70,0.23697682451304114
71,0.23662381034095753
72,0.23658932491784243
73,0.23521958920741975
74,0.2348362157395504
75,0.23357045158079698
76,0.23273772542554003
77,0.23230479209030924
78,0.23030969984128127
79,0.22786049963332333
80,0.22679074370465216
81,0.22669355576713393
82,0.22651025850878717
83,0.2242843919443371
84,0.2238818684351839
85,0.22043984307104272
86,0.21876938338611254
87,0.21290938415456295
88,0.21192490793239263
89,0.2118435227971475
90,0.21167906538900552
91,0.2110821786942381
92,0.20692480373687588
93,0.20680655579580323
94,0.20632820010594197
95,0.19859769965124024
96,0.19801907207637506
97,0.19730718489917637
98,0.19648595527969748
99,0.19084914751968865
100,0.18987488127786745
101,0.18949457922600274
102,0.18909093733319463
103,0.188591584124129
104,0.1867634656186569
105,0.1847918902241747
